,original_title,title,id,genre_ids,release_date,popularity,vote_average,vote_count,original_language,adult
0,Salem's Lot,Salem's Lot,748230,"[27, 9648]",2024-10-03,684.695,6.3,243,en,False
1,Joker,Joker,475557,"[80, 53, 18]",2019-10-01,579.469,8.151,25422,en,False
2,Beetlejuice,Beetlejuice,4011,"[14, 35]",1988-03-30,531.07,7.379,7298,en,False
3,Furiosa: A Mad Max Saga,Furiosa: A Mad Max Saga,786892,"[28, 12, 878]",2024-05-22,381.235,7.5,3243,en,False
4,Godzilla x Kong: The New Empire,Godzilla x Kong: The New Empire,823464,"[28, 12, 878]",2024-03-27,333.651,7.157,3681,en,False
5,Corpse Bride,Corpse Bride,3933,"[10749, 14, 16]",2005-09-12,327.432,7.568,9040,en,False
6,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,120,"[12, 14, 28]",2001-12-18,322.203,8.4,24975,en,False
7,The Shawshank Redemption,The Shawshank Redemption,278,"[18, 80]",1994-09-23,318.748,8.707,26945,en,False
8,Venom,Venom,335983,"[878, 28]",2018-09-28,306.294,6.8,15704,en,False
9,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,209112,"[28, 12, 14]",2016-03-23,296.503,6.0,17822,en,False
10,Venom: Let There Be Carnage,Venom: Let There Be Carnage,580489,"[878, 28, 12]",2021-09-30,287.264,6.797,9957,en,False
11,Dune: Part Two,Dune: Part Two,693134,"[878, 12]",2024-02-27,272.445,8.2,5378,en,False
12,Kingsman: The Secret Service,Kingsman: The Secret Service,207703,"[80, 35, 28, 12]",2015-01-24,270.108,7.6,16553,en,False
13,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,122,"[12, 14, 28]",2003-12-17,257.964,8.5,24030,en,False
14,Spider-Man: No Way Home,Spider-Man: No Way Home,634649,"[28, 12, 878]",2021-12-15,257.436,7.959,19951,en,False
15,Caddo Lake,Caddo Lake,863873,"[18, 9648, 878, 53]",2024-10-09,241.144,7.6,94,en,False
16,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,671,"[12, 14]",2001-11-16,239.195,7.913,27202,en,False
17,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,121,"[12, 14, 28]",2002-12-18,237.429,8.4,21692,en,False
18,The Godfather,The Godfather,238,"[18, 80]",1972-03-14,230.929,8.691,20458,en,False
19,Barbie,Barbie,346698,"[35, 12]",2023-07-19,205.759,7.016,8972,en,False
20,The Batman,The Batman,414906,"[80, 9648, 53]",2022-03-01,201.597,7.672,10127,en,False
21,Meg 2: The Trench,Meg 2: The Trench,615656,"[28, 878, 27]",2023-08-02,201.459,6.495,3344,en,False
22,Horrible Bosses 2,Horrible Bosses 2,227159,[35],2014-11-12,197.926,6.2,4085,en,False
23,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,672,"[12, 14]",2002-11-13,189.457,7.7,21771,en,False
24,The Watchers,The Watchers,1086747,"[27, 9648, 53]",2024-06-06,189.422,6.5,935,en,False
25,Interstellar,Interstellar,157336,"[12, 18, 878]",2014-11-05,189.287,8.44,35350,en,False
26,The Dark Knight,The Dark Knight,155,"[18, 28, 80, 53]",2008-07-16,187.471,8.5,32691,en,False
27,Titanic,Titanic,597,"[18, 10749]",1997-11-18,184.78,7.9,25187,en,False
28,The Suicide Squad,The Suicide Squad,436969,"[28, 35, 12]",2021-07-28,182.829,7.511,8514,en,False
29,Dune,Dune,438631,"[878, 12]",2021-09-15,176.047,7.8,12499,en,False
30,Evil Dead Rise,Evil Dead Rise,713704,"[27, 53]",2023-04-12,171.349,7.0,3017,en,False
31,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,673,"[12, 14]",2004-05-31,166.229,8.0,21382,en,False
32,The Hangover,The Hangover,18785,[35],2009-06-02,164.948,7.3,16718,en,False
33,Spider-Man: Far From Home,Spider-Man: Far From Home,429617,"[28, 12, 878]",2019-06-28,164.345,7.4,15522,en,False
34,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,767,"[12, 14]",2009-07-15,159.337,7.7,19263,en,False
35,Shazam! Fury of the Gods,Shazam! Fury of the Gods,594767,"[35, 28, 14]",2023-03-15,158.661,6.5,3049,en,False
36,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,674,"[12, 14]",2005-11-16,152.438,7.812,20503,en,False
37,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,423108,"[27, 9648, 53]",2021-05-25,151.956,7.435,5852,en,False
38,It,It,346364,[27],2017-09-06,148.645,7.2,18894,en,False
39,Wonka,Wonka,787699,"[35, 10751, 14]",2023-12-06,148.372,7.134,3400,en,False
40,Black Adam,Black Adam,436270,"[28, 12, 878]",2022-10-19,147.181,6.913,6199,en,False
41,Inception,Inception,27205,"[28, 878, 12]",2010-07-15,144.005,8.4,36377,en,False
42,World War Z,World War Z,72190,"[28, 27, 878, 53]",2013-06-19,141.432,6.818,15230,en,False
43,Harry Potter and the Deathly Hallows: Part 2,Harry Potter and the Deathly Hallows: Part 2,12445,"[14, 12]",2011-07-12,137.152,8.1,20388,en,False
44,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,675,"[12, 14]",2007-07-08,134.625,7.679,19285,en,False
45,The Dark Knight Rises,The Dark Knight Rises,49026,"[28, 80, 18, 53]",2012-07-17,133.328,7.781,22541,en,False
46,Garfield,Garfield,8920,"[16, 35, 10751]",2004-06-10,131.632,5.718,3957,en,False
47,The Godfather Part II,The Godfather Part II,240,"[18, 80]",1974-12-20,129.897,8.6,12340,en,False
48,The Nun II,The Nun II,968051,[27],2023-09-06,129.736,6.768,1982,en,False
49,A Nightmare on Elm Street,A Nightmare on Elm Street,23437,"[27, 9648, 53]",2010-04-30,129.356,5.5,2654,en,False
50,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,12444,"[12, 14]",2010-11-17,128.193,7.751,18899,en,False
51,Mission: Impossible - Fallout,Mission: Impossible - Fallout,353081,"[28, 12]",2018-07-13,127.98,7.4,8120,en,False
52,Kingsman: The Golden Circle,Kingsman: The Golden Circle,343668,"[28, 12, 35]",2017-09-20,127.494,7.0,10239,en,False
53,Aquaman and the Lost Kingdom,Aquaman and the Lost Kingdom,572802,"[28, 12, 14]",2023-12-20,127.183,6.681,2731,en,False
54,The Nun,The Nun,439079,[27],2018-09-05,124.587,5.893,6592,en,False
55,The Meg,The Meg,345940,"[28, 878, 27]",2018-08-09,124.37,6.3,7561,en,False
56,San Andreas,San Andreas,254128,"[28, 18, 53]",2015-05-27,124.141,6.2,8454,en,False
57,Batman Begins,Batman Begins,272,"[28, 80, 18]",2005-06-10,123.817,7.708,20793,en,False
58,It Chapter Two,It Chapter Two,474350,"[27, 18, 14]",2019-09-04,123.5,6.846,8637,en,False
59,The Matrix,The Matrix,603,"[28, 878]",1999-03-31,123.108,8.218,25490,en,False
60,Space Jam,Space Jam,2300,"[10751, 16, 35, 878, 12, 14]",1996-11-15,122.741,6.823,5947,en,False
61,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,118,"[12, 35, 10751, 14]",2005-07-13,119.703,7.05,15038,en,False
62,Baywatch,Baywatch,339846,"[35, 28, 80]",2017-05-25,119.031,6.1,7956,en,False
63,Annabelle Comes Home,Annabelle Comes Home,521029,[27],2019-06-26,117.839,6.4,3458,en,False
64,Fantastic Beasts: The Secrets of Dumbledore,Fantastic Beasts: The Secrets of Dumbledore,338953,"[14, 12]",2022-04-06,115.787,6.7,4402,en,False
65,Mad Max: Fury Road,Mad Max: Fury Road,76341,"[28, 12, 878]",2015-05-13,114.524,7.614,22457,en,False
66,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,274857,"[28, 18, 14]",2017-05-10,112.69,6.5,5633,en,False
67,Eyes Wide Shut,Eyes Wide Shut,345,"[18, 53, 9648]",1999-07-16,112.238,7.484,6093,en,False
68,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,203801,"[35, 28, 12]",2015-08-13,110.013,7.1,6271,en,False
69,The Equalizer 2,The Equalizer 2,345887,"[28, 53, 80]",2018-07-19,109.957,6.754,5274,en,False
70,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,343611,"[28, 53]",2016-10-19,109.644,6.0,4817,en,False
71,Braveheart,Braveheart,197,"[28, 18, 36, 10752]",1995-05-24,109.495,7.941,10037,en,False
72,Blade Runner 2049,Blade Runner 2049,335984,"[878, 18]",2017-10-04,109.392,7.6,13508,en,False
73,Spider-Man: Homecoming,Spider-Man: Homecoming,315635,"[28, 12, 878, 18]",2017-07-05,108.8,7.3,21605,en,False
74,The Flash,The Flash,298618,"[12, 28, 878]",2023-06-13,108.208,6.702,4176,en,False
75,The Shining,The Shining,694,"[27, 53]",1980-05-23,104.175,8.216,17318,en,False
76,The Hangover Part II,The Hangover Part II,45243,[35],2011-05-25,103.249,6.483,10362,en,False
77,Geostorm,Geostorm,274855,"[28, 878, 53]",2017-10-12,102.81,6.1,4738,en,False
78,A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,10014,[27],1985-11-01,101.583,5.8,1834,en,False
79,2001: A Space Odyssey,2001: A Space Odyssey,62,"[878, 9648, 12]",1968-04-02,101.235,8.072,11403,en,False
80,The Mask,The Mask,854,"[10749, 35, 80, 14]",1994-07-29,101.04,6.959,10155,en,False
81,The Last Samurai,The Last Samurai,616,"[18, 28, 10752]",2003-12-05,100.209,7.589,6779,en,False
82,Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse,324857,"[16, 28, 12, 878]",2018-12-06,100.164,8.4,15487,en,False
83,The Polar Express,The Polar Express,5255,"[16, 12, 10751, 14]",2004-11-10,98.818,6.72,6195,en,False
84,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,1995,"[12, 14, 28, 53]",2001-06-11,96.093,5.9,6004,en,False
85,Annabelle,Annabelle,250546,[27],2014-10-02,92.945,5.8,6037,en,False
86,Zack Snyder's Justice League,Zack Snyder's Justice League,791373,"[28, 12, 14]",2021-03-18,92.795,8.1,9911,en,False
87,A Quiet Place,A Quiet Place,447332,"[27, 18, 878]",2018-04-03,92.709,7.403,14038,en,False
88,Cidade de Deus,City of God,598,"[18, 80]",2002-08-30,92.147,8.425,7324,pt,False
89,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),495764,"[28, 80]",2020-02-05,91.339,6.9,10164,en,False
90,Suicide Squad,Suicide Squad,297761,"[28, 12, 14]",2016-08-03,90.772,5.9,20981,en,False
91,The Exorcist,The Exorcist,9552,"[27, 18]",1973-12-26,90.256,7.735,7880,en,False
92,Pretty Woman,Pretty Woman,114,"[10749, 35]",1990-03-23,88.353,7.466,8138,en,False
93,Superman,Superman,1924,"[878, 28, 12]",1978-12-14,88.264,7.1,3772,en,False
94,Grease,Grease,621,"[10749, 35]",1978-07-07,86.624,7.4,7149,en,False
95,A Nightmare on Elm Street,A Nightmare on Elm Street,377,[27],1984-10-31,86.246,7.3,5030,en,False
96,Star Trek Beyond,Star Trek Beyond,188927,"[28, 12, 878]",2016-07-07,85.785,6.8,6552,en,False
97,The Hangover Part III,The Hangover Part III,109439,[35],2013-05-23,85.662,6.2,8551,en,False
98,Friday the 13th,Friday the 13th,4488,[27],1980-05-09,85.367,6.4,2874,en,False
99,DC League of Super-Pets,DC League of Super-Pets,539681,"[16, 28, 10751, 35, 878]",2022-07-27,84.262,7.2,1523,en,False
100,Godzilla: King of the Monsters,Godzilla: King of the Monsters,373571,"[878, 28]",2019-05-29,83.329,6.702,6098,en,False
101,Blue Beetle,Blue Beetle,565770,"[28, 878, 12]",2023-08-16,81.152,6.75,2553,en,False
102,Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,252,"[10751, 14, 35]",1971-06-29,81.121,7.493,3545,en,False
103,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,338952,"[14, 12]",2018-11-14,80.753,6.9,10727,en,False
104,Good Will Hunting,Good Will Hunting,489,[18],1997-12-05,79.408,8.158,12234,en,False
105,Mad Max 2,Mad Max 2,8810,"[12, 28, 53, 878]",1981-12-24,79.192,7.395,3692,en,False
106,Justice League,Justice League,141052,"[28, 12, 878]",2017-11-15,78.555,6.1,12848,en,False
107,Clash of the Titans,Clash of the Titans,18823,"[12, 14, 28]",2010-03-26,76.496,5.9,6160,en,False
108,The Lego Ninjago Movie,The Lego Ninjago Movie,274862,"[10751, 16, 28, 12, 35]",2017-09-21,76.488,6.5,1032,en,False
109,Training Day,Training Day,2034,"[28, 80, 18]",2001-10-05,76.161,7.5,5823,en,False
110,Full Metal Jacket,Full Metal Jacket,600,"[18, 10752]",1987-06-26,75.08,8.131,10365,en,False
111,Man of Steel,Man of Steel,49521,"[28, 12, 878]",2013-06-12,74.311,6.627,15003,en,False
112,Storks,Storks,332210,"[12, 16, 35, 10751]",2016-09-22,74.285,6.7,2311,en,False
113,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,4922,"[18, 14, 10749]",2008-12-25,73.956,7.588,12653,en,False
114,Tom and Jerry Blast Off to Mars!,Tom and Jerry Blast Off to Mars!,21078,"[16, 10751]",2005-01-18,73.545,6.5,133,en,False
115,Troy,Troy,652,"[12, 36, 10752]",2004-05-13,73.451,7.2,10053,en,False
116,The Godfather Part III,The Godfather Part III,242,"[80, 18, 53]",1990-12-25,73.31,7.4,6134,en,False
117,Zodiac,Zodiac,1949,"[80, 18, 9648, 53]",2007-03-02,72.682,7.527,10376,en,False
118,The Matrix Resurrections,The Matrix Resurrections,624860,"[878, 28, 12]",2021-12-16,72.412,6.407,5661,en,False
119,Batman,Batman,268,"[14, 28, 80]",1989-06-21,71.815,7.2,7741,en,False
120,Sherlock Holmes,Sherlock Holmes,10528,"[28, 12, 80, 9648]",2009-12-23,71.559,7.2,13799,en,False
121,Horizon: An American Saga - Chapter 1,Horizon: An American Saga - Chapter 1,932086,"[37, 18]",2024-06-26,70.681,7.0,285,en,False
122,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,259316,"[14, 12]",2016-11-16,70.433,7.3,18635,en,False
123,The Matrix Reloaded,The Matrix Reloaded,604,"[12, 28, 53, 878]",2003-05-15,69.635,7.1,10862,en,False
124,The Bodyguard,The Bodyguard,619,"[28, 18, 10749]",1992-11-25,69.619,6.692,2910,en,False
125,I Am Legend,I Am Legend,6479,"[18, 878, 53]",2007-12-12,69.539,7.2,15574,en,False
126,Cloverfield,Cloverfield,7191,"[28, 53, 878]",2008-01-15,69.478,6.7,6985,en,False
127,The Wizard of Oz,The Wizard of Oz,630,"[12, 14, 10751]",1939-08-15,69.129,7.6,5474,en,False
128,Cold Pursuit,Cold Pursuit,438650,"[28, 80, 53, 35]",2019-02-07,68.135,5.822,2544,en,False
129,In the Heart of the Sea,In the Heart of the Sea,205775,"[53, 18, 12, 28, 36]",2015-12-03,67.855,6.8,4058,en,False
130,The Autopsy of Jane Doe,The Autopsy of Jane Doe,397243,"[27, 9648]",2016-12-21,66.873,6.797,4184,en,False
131,Se7en,Se7en,807,"[80, 9648, 53]",1995-09-22,66.37,8.375,20845,en,False
132,Don't Worry Darling,Don't Worry Darling,619730,"[9648, 53]",2022-09-21,66.234,6.8,2393,en,False
133,Me contro Te: Il film - Vacanze in Transilvania,Me contro Te: Il film - Vacanze in Transilvania,1117006,"[10751, 14]",2023-10-19,65.637,6.8,14,es,False
134,Dark Shadows,Dark Shadows,62213,"[35, 14]",2012-05-09,65.474,6.1,7108,en,False
135,Dolphin Tale 2,Dolphin Tale 2,227735,"[10751, 18]",2014-09-11,65.415,7.0,343,en,False
136,The Outlaw Josey Wales,The Outlaw Josey Wales,10747,[37],1976-06-30,65.346,7.4,1125,en,False
137,Blade,Blade,36647,"[27, 28]",1998-08-21,65.178,6.8,5945,en,False
138,Annabelle: Creation,Annabelle: Creation,396422,[27],2017-08-03,64.238,6.6,5546,en,False
139,GoodFellas,GoodFellas,769,"[18, 80]",1990-09-12,63.686,8.5,12771,en,False
140,Elf,Elf,10719,"[35, 10751, 14]",2003-10-09,63.438,6.7,3976,en,False
141,The Lego Movie 2: The Second Part,The Lego Movie 2: The Second Part,280217,"[28, 12, 16, 35, 10751]",2019-02-06,63.347,6.7,2167,en,False
142,Top Gun,Top Gun,744,"[28, 18]",1986-05-16,63.194,7.1,8484,en,False
143,The Hunger Games,The Hunger Games,70160,"[878, 12, 14]",2012-03-12,62.535,7.2,21800,en,False
144,Am I OK?,Am I OK?,641934,"[35, 10749, 18]",2024-06-11,61.515,6.407,193,en,False
145,The Last Duel,The Last Duel,617653,"[36, 18, 28]",2021-10-13,61.474,7.44,3307,en,False
146,The Devil's Advocate,The Devil's Advocate,1813,"[18, 9648, 53, 27]",1997-10-17,61.097,7.5,5908,en,False
147,Paddington 2,Paddington 2,346648,"[12, 35, 10751]",2017-11-09,60.129,7.5,2317,en,False
148,Taking Chance,Taking Chance,25405,"[18, 10752, 10770]",2009-09-21,59.548,7.1,160,en,False
149,A Clockwork Orange,A Clockwork Orange,185,"[878, 80]",1971-12-19,59.544,8.196,12744,en,False
150,Singin' in the Rain,Singin' in the Rain,872,"[35, 10749]",1952-04-09,59.443,8.159,3101,en,False
151,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,177677,"[28, 12]",2015-07-23,58.687,7.207,8730,en,False
152,Interview with the Vampire,Interview with the Vampire,628,"[27, 18, 14]",1994-11-11,56.907,7.384,5770,en,False
153,The Witches of Eastwick,The Witches of Eastwick,6069,"[35, 14, 27]",1987-06-12,56.834,6.5,1371,en,False
154,The Matrix Revolutions,The Matrix Revolutions,605,"[12, 28, 53, 878]",2003-11-05,56.771,6.7,9789,en,False
155,余命10年,The Last 10 Years,876797,"[18, 10749]",2022-03-04,56.63,6.9,88,ja,False
156,Scooby-Doo! and the Monster of Mexico,Scooby-Doo! and the Monster of Mexico,21956,"[16, 35, 10751, 9648]",2003-09-30,55.56,7.3,313,en,False
157,The Father,The Father,600354,[18],2020-12-23,55.262,8.123,3145,en,False
158,Sicario: Day of the Soldado,Sicario: Day of the Soldado,400535,"[28, 80, 53]",2018-06-27,54.646,6.9,3525,en,False
159,Blade Runner,Blade Runner,78,"[878, 18, 53]",1982-06-25,53.832,7.9,13664,en,False
160,Gremlins,Gremlins,927,"[14, 27, 35]",1984-06-08,53.63,7.114,6257,en,False
161,Lara Croft: Tomb Raider - The Cradle of Life,Lara Croft: Tomb Raider - The Cradle of Life,1996,"[28, 12, 14, 53]",2003-07-21,53.098,5.746,4151,en,False
162,Horrible Bosses,Horrible Bosses,51540,"[35, 80]",2011-07-08,52.895,6.574,6277,en,False
163,Evil Dead,Evil Dead,109428,[27],2013-04-05,52.746,6.552,4553,en,False
164,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,56292,"[28, 53, 12]",2011-12-07,51.921,7.1,9779,en,False
165,Steven Universe: The Movie,Steven Universe: The Movie,537061,"[10770, 16, 12, 35, 14, 10402]",2019-10-07,51.764,8.171,773,en,False
166,Magnum Force,Magnum Force,10648,"[18, 80, 28]",1973-12-13,51.645,7.1,1042,en,False
167,Looney Tunes: Back in Action,Looney Tunes: Back in Action,10715,"[16, 35, 10751]",2003-11-14,51.435,6.357,1485,en,False
168,Godzilla vs. Kong,Godzilla vs. Kong,399566,"[28, 878, 12]",2021-03-24,51.199,7.6,9909,en,False
169,Kong: Skull Island,Kong: Skull Island,293167,"[28, 12, 14]",2017-03-08,51.089,6.5,10356,en,False
170,Once Upon a Time... in Hollywood,Once Upon a Time... in Hollywood,466272,"[35, 18, 53]",2019-07-24,50.94,7.4,13299,en,False
